Date,Price,Open,High,Low,Vol.,Change %
24-01-2024,"1,455.90","1,380.25","1,458.45","1,380.25",43.00M,2.00%
23-01-2024,"1,427.35","1,465.00","1,474.70","1,425.00",57.73M,-3.48%
20-01-2024,"1,478.85","1,483.20","1,495.70","1,476.00",12.92M,0.56%
19-01-2024,"1,470.65","1,505.95","1,510.25","1,468.40",54.80M,-1.04%
18-01-2024,"1,486.15","1,494.00","1,515.00","1,480.05",80.54M,-3.34%
17-01-2024,"1,537.50","1,570.00","1,596.80","1,528.40",85.07M,-8.44%
16-01-2024,"1,679.15","1,673.00","1,683.65","1,658.10",12.66M,0.38%
15-01-2024,"1,672.80","1,647.70","1,680.90","1,643.60",14.16M,1.93%
12-01-2024,"1,641.20","1,652.00","1,656.00","1,633.60",9.89M,-0.47%
11-01-2024,"1,649.00","1,660.00","1,662.90","1,643.00",9.16M,-0.42%
10-01-2024,"1,655.95","1,643.00","1,659.95","1,641.40",8.06M,0.33%
09-01-2024,"1,650.50","1,667.15","1,677.80","1,646.75",12.66M,-0.78%
08-01-2024,"1,663.45","1,678.50","1,682.35","1,660.00",9.00M,-1.11%
05-01-2024,"1,682.20","1,687.15","1,704.90","1,668.10",15.94M,-0.51%
04-01-2024,"1,690.85","1,678.00","1,694.95","1,670.70",13.37M,1.07%
03-01-2024,"1,672.90","1,702.00","1,704.70","1,668.95",14.19M,-1.54%
02-01-2024,"1,699.10","1,698.80","1,702.80","1,688.70",14.62M,0.06%
01-01-2024,"1,698.10","1,706.00","1,709.15","1,692.00",7.12M,-0.65%
