Trend,Start Date,End Date,Profit
UP,2014-05-26,2014-05-27,-167.37000000000262
DOWN,2014-05-27,2014-05-28,-6.580000000001746
UP,2014-05-28,2014-05-30,-338.75
DOWN,2014-05-30,2014-06-03,-641.25
UP,2014-06-03,2014-06-04,-52.7599999999984
DOWN,2014-06-04,2014-06-10,-777.859999999997
UP,2014-06-10,2014-06-11,-109.79999999999927
DOWN,2014-06-11,2014-06-12,-102.31999999999971
UP,2014-06-12,2014-06-16,-385.72999999999956
DOWN,2014-06-16,2014-06-17,-330.7099999999991
UP,2014-06-17,2014-06-23,-489.869999999999
DOWN,2014-06-23,2014-06-24,-337.58000000000175
UP,2014-06-24,2014-06-26,-306.2300000000032
DOWN,2014-06-26,2014-07-02,-778.5400000000009
UP,2014-07-02,2014-07-03,-17.459999999999127
DOWN,2014-07-03,2014-07-07,-276.33000000000175
UP,2014-07-07,2014-07-14,-1093.1000000000022
DOWN,2014-07-14,2014-07-24,-1264.869999999999
UP,2014-07-24,2014-07-28,-280.619999999999
DOWN,2014-07-28,2014-07-30,-96.18999999999869
UP,2014-07-30,2014-08-01,-606.5799999999981
DOWN,2014-08-01,2014-08-05,-427.16999999999825
UP,2014-08-05,2014-08-08,-578.869999999999
DOWN,2014-08-08,2014-08-19,-1091.5299999999988
UP,2014-08-19,2014-08-20,-106.37999999999738
DOWN,2014-08-20,2014-09-03,-825.6499999999978
UP,2014-09-03,2014-09-05,-113.23999999999796
DOWN,2014-09-05,2014-09-08,-293.1499999999978
UP,2014-09-08,2014-09-11,-323.97999999999956
DOWN,2014-09-11,2014-09-12,-65.17000000000189
UP,2014-09-12,2014-09-16,-568.5300000000025
DOWN,2014-09-16,2014-09-18,-619.7000000000007
UP,2014-09-18,2014-09-19,-21.790000000000873
DOWN,2014-09-19,2014-09-22,-116.32000000000335
UP,2014-09-22,2014-09-25,-738.380000000001
DOWN,2014-09-25,2014-09-26,-157.95999999999913
UP,2014-09-26,2014-09-29,-29.209999999999127
DOWN,2014-09-29,2014-09-30,-33.39999999999782
UP,2014-09-30,2014-10-08,-383.7199999999975
DOWN,2014-10-08,2014-10-09,-390.48999999999796
UP,2014-10-09,2014-10-10,-339.8999999999978
DOWN,2014-10-10,2014-10-13,-86.68999999999869
UP,2014-10-13,2014-10-16,-384.72999999999956
DOWN,2014-10-16,2014-10-23,-851.7099999999991
UP,2014-10-23,2014-10-27,-98.14999999999782
DOWN,2014-10-27,2014-10-31,-1112.9300000000003
UP,2014-10-31,2014-11-03,-5.450000000000728
DOWN,2014-11-03,2014-11-05,-55.5
UP,2014-11-05,2014-11-07,-47.25
DOWN,2014-11-07,2014-11-12,-140.27000000000044
UP,2014-11-12,2014-11-13,-68.26000000000204
DOWN,2014-11-13,2014-11-17,-237.2400000000016
UP,2014-11-17,2014-11-19,-145.03000000000247
DOWN,2014-11-19,2014-11-24,-466.6900000000023
UP,2014-11-24,2014-11-25,-161.4900000000016
DOWN,2014-11-25,2014-11-28,-355.9400000000023
UP,2014-11-28,2014-12-03,-251.28000000000247
DOWN,2014-12-03,2014-12-04,-120.11000000000058
UP,2014-12-04,2014-12-09,-765.8100000000013
DOWN,2014-12-09,2014-12-10,-34.090000000000146
UP,2014-12-10,2014-12-17,-1120.9699999999975
DOWN,2014-12-17,2014-12-22,-991.6599999999999
UP,2014-12-22,2014-12-24,-493.1800000000003
DOWN,2014-12-24,2015-01-02,-679.2900000000009
UP,2015-01-02,2015-01-07,-979.0800000000017
DOWN,2015-01-07,2015-01-12,-676.4500000000007
UP,2015-01-12,2015-01-14,-238.45000000000073
DOWN,2015-01-14,2015-01-27,-2224.220000000001
UP,2015-01-27,2015-01-28,-11.860000000000582
DOWN,2015-01-28,2015-01-29,-122.59000000000015
UP,2015-01-29,2015-02-09,-1454.380000000001
DOWN,2015-02-09,2015-02-19,-1234.880000000001
UP,2015-02-19,2015-02-23,-487.15999999999985
DOWN,2015-02-23,2015-02-25,-32.88000000000102
UP,2015-02-25,2015-02-26,-261.34000000000015
DOWN,2015-02-26,2015-03-03,-847.0799999999981
UP,2015-03-03,2015-03-04,-213.0
DOWN,2015-03-04,2015-03-05,-68.22000000000116
UP,2015-03-05,2015-03-11,-789.7800000000025
DOWN,2015-03-11,2015-03-12,-271.2400000000016
UP,2015-03-12,2015-03-16,-492.7000000000007
DOWN,2015-03-16,2015-03-17,-298.6700000000019
UP,2015-03-17,2015-03-26,-1278.7999999999993
DOWN,2015-03-26,2015-03-30,-518.2799999999988
UP,2015-03-30,2015-03-31,-18.36999999999898
DOWN,2015-03-31,2015-04-09,-927.7199999999975
UP,2015-04-09,2015-04-10,-5.829999999998108
DOWN,2015-04-10,2015-04-13,-165.05999999999767
UP,2015-04-13,2015-04-21,-1368.3999999999978
DOWN,2015-04-21,2015-04-22,-214.09000000000015
UP,2015-04-22,2015-04-27,-713.1399999999994
DOWN,2015-04-27,2015-04-28,-219.38999999999942
UP,2015-04-28,2015-04-30,-385.0699999999997
DOWN,2015-04-30,2015-05-04,-479.27999999999884
UP,2015-05-04,2015-05-07,-891.4799999999996
DOWN,2015-05-07,2015-05-11,-908.1899999999987
UP,2015-05-11,2015-05-12,-629.8199999999997
DOWN,2015-05-12,2015-05-13,-373.619999999999
UP,2015-05-13,2015-05-14,-45.039999999997235
DOWN,2015-05-14,2015-05-18,-481.23999999999796
UP,2015-05-18,2015-05-19,-41.77000000000044
DOWN,2015-05-19,2015-05-20,-191.6800000000003
UP,2015-05-20,2015-05-21,-27.860000000000582
DOWN,2015-05-21,2015-05-22,-148.15000000000146
UP,2015-05-22,2015-05-26,-426.09000000000015
DOWN,2015-05-26,2015-05-27,-33.25
UP,2015-05-27,2015-05-28,-57.95000000000073
DOWN,2015-05-28,2015-06-01,-342.2800000000025
UP,2015-06-01,2015-06-09,-1367.7400000000016
DOWN,2015-06-09,2015-06-10,-359.25
UP,2015-06-10,2015-06-11,-469.52000000000044
DOWN,2015-06-11,2015-06-23,-1433.3899999999994
UP,2015-06-23,2015-06-24,-74.70000000000073
DOWN,2015-06-24,2015-06-25,-166.3000000000029
UP,2015-06-25,2015-06-29,-250.8199999999997
DOWN,2015-06-29,2015-07-01,-375.7199999999975
UP,2015-07-01,2015-07-02,-75.06999999999971
DOWN,2015-07-02,2015-07-06,-262.9599999999991
UP,2015-07-06,2015-07-09,-635.0999999999985
DOWN,2015-07-09,2015-07-13,-387.52999999999884
UP,2015-07-13,2015-07-14,-28.289999999997235
DOWN,2015-07-14,2015-07-17,-530.4099999999999
UP,2015-07-17,2015-07-21,-281.1700000000019
DOWN,2015-07-21,2015-07-22,-322.7900000000009
UP,2015-07-22,2015-07-28,-1045.7000000000007
DOWN,2015-07-28,2015-08-03,-727.8300000000017
UP,2015-08-03,2015-08-04,-115.13000000000102
DOWN,2015-08-04,2015-08-06,-226.20000000000073
UP,2015-08-06,2015-08-12,-785.8700000000026
DOWN,2015-08-12,2015-08-14,-555.0500000000029
UP,2015-08-14,2015-08-18,-235.77000000000044
DOWN,2015-08-18,2015-08-19,-100.09999999999854
UP,2015-08-19,2015-08-24,-2190.079999999998
DOWN,2015-08-24,2015-08-25,-290.8199999999997
UP,2015-08-25,2015-08-26,-317.72000000000116
DOWN,2015-08-26,2015-08-28,-677.7200000000012
UP,2015-08-28,2015-09-02,-938.8199999999997
DOWN,2015-09-02,2015-09-03,-311.2199999999975
UP,2015-09-03,2015-09-07,-870.9699999999975
DOWN,2015-09-07,2015-09-09,-825.7700000000004
UP,2015-09-09,2015-09-11,-109.37000000000262
DOWN,2015-09-11,2015-09-14,-246.4900000000016
UP,2015-09-14,2015-09-15,-150.77000000000044
DOWN,2015-09-15,2015-09-18,-512.9799999999996
UP,2015-09-18,2015-09-22,-567.0699999999997
DOWN,2015-09-22,2015-09-24,-211.65999999999985
UP,2015-09-24,2015-09-28,-246.65999999999985
DOWN,2015-09-28,2015-10-07,-1419.0099999999984
UP,2015-10-07,2015-10-08,-190.03999999999724
DOWN,2015-10-08,2015-10-09,-233.6999999999971
UP,2015-10-09,2015-10-14,-299.84999999999854
DOWN,2015-10-14,2015-10-19,-585.2599999999984
UP,2015-10-19,2015-10-21,-77.2599999999984
DOWN,2015-10-21,2015-10-23,-183.15000000000146
UP,2015-10-23,2015-11-02,-911.6599999999999
DOWN,2015-11-02,2015-11-03,-31.43999999999869
UP,2015-11-03,2015-11-10,-847.3300000000017
DOWN,2015-11-10,2015-11-11,-123.69000000000233
UP,2015-11-11,2015-11-13,-256.4200000000019
DOWN,2015-11-13,2015-11-17,-253.94000000000233
UP,2015-11-17,2015-11-18,-381.9500000000007
DOWN,2015-11-18,2015-11-20,-385.97000000000116
UP,2015-11-20,2015-11-24,-92.75
DOWN,2015-11-24,2015-12-01,-393.66999999999825
UP,2015-12-01,2015-12-09,-1133.3600000000006
DOWN,2015-12-09,2015-12-10,-216.27000000000044
UP,2015-12-10,2015-12-11,-207.88999999999942
DOWN,2015-12-11,2015-12-17,-759.3499999999985
UP,2015-12-17,2015-12-18,-284.5599999999977
DOWN,2015-12-18,2015-12-21,-216.6800000000003
UP,2015-12-21,2015-12-22,-145.25
DOWN,2015-12-22,2015-12-23,-259.6499999999978
UP,2015-12-23,2015-12-24,-11.590000000000146
DOWN,2015-12-24,2015-12-29,-240.77000000000044
UP,2015-12-29,2015-12-30,-119.45000000000073
DOWN,2015-12-30,2016-01-01,-200.87000000000262
UP,2016-01-01,2016-01-07,-1309.0699999999997
DOWN,2016-01-07,2016-01-08,-82.5
UP,2016-01-08,2016-01-12,-252.3000000000029
DOWN,2016-01-12,2016-01-13,-172.08000000000175
UP,2016-01-13,2016-01-18,-665.7400000000016
DOWN,2016-01-18,2016-01-19,-291.47000000000116
UP,2016-01-19,2016-01-21,-517.630000000001
DOWN,2016-01-21,2016-01-27,-530.1800000000003
UP,2016-01-27,2016-01-28,-22.81999999999971
DOWN,2016-01-28,2016-01-29,-401.119999999999
UP,2016-01-29,2016-02-03,-647.369999999999
DOWN,2016-02-03,2016-02-05,-393.65000000000146
UP,2016-02-05,2016-02-11,-1665.1399999999994
DOWN,2016-02-11,2016-02-15,-602.2899999999972
UP,2016-02-15,2016-02-16,-362.1499999999978
DOWN,2016-02-16,2016-02-22,-596.8199999999997
UP,2016-02-22,2016-02-25,-812.7900000000009
DOWN,2016-02-25,2016-02-26,-178.29999999999927
UP,2016-02-26,2016-02-29,-152.29999999999927
DOWN,2016-02-29,2016-03-09,-1791.9599999999991
UP,2016-03-09,2016-03-10,-170.61999999999898
DOWN,2016-03-10,2016-03-14,-180.9399999999987
UP,2016-03-14,2016-03-15,-253.11000000000058
DOWN,2016-03-15,2016-03-16,-131.3100000000013
UP,2016-03-16,2016-03-17,-5.110000000000582
DOWN,2016-03-17,2016-03-23,-660.1900000000023
UP,2016-03-23,2016-03-29,-437.1000000000022
DOWN,2016-03-29,2016-03-31,-441.40000000000146
UP,2016-03-31,2016-04-01,-72.22000000000116
DOWN,2016-04-01,2016-04-04,-130.01000000000204
UP,2016-04-04,2016-04-05,-516.0600000000013
DOWN,2016-04-05,2016-04-06,-17.040000000000873
UP,2016-04-06,2016-04-08,-226.79000000000087
DOWN,2016-04-08,2016-04-21,-1206.5400000000009
UP,2016-04-21,2016-04-25,-201.45000000000073
DOWN,2016-04-25,2016-04-27,-385.1899999999987
UP,2016-04-27,2016-04-28,-461.02000000000044
DOWN,2016-04-28,2016-04-29,-3.5200000000004366
UP,2016-04-29,2016-05-04,-504.8899999999994
DOWN,2016-05-04,2016-05-05,-160.47999999999956
UP,2016-05-05,2016-05-06,-33.70999999999913
DOWN,2016-05-06,2016-05-10,-544.0299999999988
UP,2016-05-10,2016-05-11,-175.5099999999984
DOWN,2016-05-11,2016-05-12,-193.20000000000073
UP,2016-05-12,2016-05-13,-300.65000000000146
DOWN,2016-05-13,2016-05-17,-284.0400000000009
UP,2016-05-17,2016-05-23,-543.25
DOWN,2016-05-23,2016-05-30,-1495.239999999998
UP,2016-05-30,2016-05-31,-57.63999999999942
DOWN,2016-05-31,2016-06-02,-175.1800000000003
UP,2016-06-02,2016-06-06,-65.68999999999869
DOWN,2016-06-06,2016-06-08,-243.20999999999913
UP,2016-06-08,2016-06-14,-624.9500000000007
DOWN,2016-06-14,2016-06-15,-330.630000000001
UP,2016-06-15,2016-06-16,-200.88000000000102
DOWN,2016-06-16,2016-06-20,-341.4599999999991
UP,2016-06-20,2016-06-22,-101.2699999999968
DOWN,2016-06-22,2016-06-23,-236.5699999999997
UP,2016-06-23,2016-06-24,-604.510000000002
DOWN,2016-06-24,2016-07-04,-881.0499999999993
UP,2016-07-04,2016-07-05,-111.88999999999942
DOWN,2016-07-05,2016-07-07,-34.62000000000262
UP,2016-07-07,2016-07-08,-74.59000000000015
DOWN,2016-07-08,2016-07-14,-815.2099999999991
UP,2016-07-14,2016-07-18,-195.45000000000073
DOWN,2016-07-18,2016-07-20,-169.22999999999956
UP,2016-07-20,2016-07-21,-205.36999999999898
DOWN,2016-07-21,2016-07-25,-384.8199999999997
UP,2016-07-25,2016-07-26,-118.81999999999971
DOWN,2016-07-26,2016-07-28,-232.09999999999854
UP,2016-07-28,2016-08-03,-511.1100000000006
DOWN,2016-08-03,2016-08-08,-485.0600000000013
UP,2016-08-08,2016-08-10,-407.6899999999987
DOWN,2016-08-10,2016-08-12,-377.52000000000044
UP,2016-08-12,2016-08-17,-147.03000000000247
DOWN,2016-08-17,2016-08-18,-118.06999999999971
UP,2016-08-18,2016-08-22,-137.89999999999782
DOWN,2016-08-22,2016-08-24,-74.39999999999782
UP,2016-08-24,2016-08-26,-277.6899999999987
DOWN,2016-08-26,2016-08-31,-669.9199999999983
UP,2016-08-31,2016-09-01,-28.68999999999869
DOWN,2016-09-01,2016-09-06,-554.5400000000009
UP,2016-09-06,2016-09-07,-51.659999999999854
DOWN,2016-09-07,2016-09-08,-118.91999999999825
UP,2016-09-08,2016-09-12,-691.739999999998
DOWN,2016-09-12,2016-09-19,-280.9599999999991
UP,2016-09-19,2016-09-21,-127.08000000000175
DOWN,2016-09-21,2016-09-22,-265.71000000000276
UP,2016-09-22,2016-09-27,-549.4300000000003
DOWN,2016-09-27,2016-09-28,-69.11000000000058
UP,2016-09-28,2016-09-29,-465.2800000000025
DOWN,2016-09-29,2016-10-04,-507.02000000000044
UP,2016-10-04,2016-10-07,-273.40999999999985
DOWN,2016-10-07,2016-10-10,-21.200000000000728
UP,2016-10-10,2016-10-13,-439.22999999999956
DOWN,2016-10-13,2016-10-14,-30.489999999997963
UP,2016-10-14,2016-10-17,-143.62999999999738
DOWN,2016-10-17,2016-10-18,-520.9099999999999
UP,2016-10-18,2016-10-19,-66.51000000000204
DOWN,2016-10-19,2016-10-20,-145.47000000000116
UP,2016-10-20,2016-10-21,-52.659999999999854
DOWN,2016-10-21,2016-10-24,-101.90000000000146
UP,2016-10-24,2016-10-26,-342.57000000000335
DOWN,2016-10-26,2016-10-28,-105.0
UP,2016-10-28,2016-11-04,-667.359999999997
DOWN,2016-11-04,2016-11-08,-316.98999999999796
UP,2016-11-08,2016-11-09,-338.6100000000006
DOWN,2016-11-09,2016-11-10,-265.15000000000146
UP,2016-11-10,2016-11-21,-1752.5400000000009
DOWN,2016-11-21,2016-11-23,-286.6700000000019
UP,2016-11-23,2016-11-24,-191.64000000000306
DOWN,2016-11-24,2016-11-30,-792.640000000003
UP,2016-11-30,2016-12-02,-422.15000000000146
DOWN,2016-12-02,2016-12-06,-162.09999999999854
UP,2016-12-06,2016-12-07,-155.88999999999942
DOWN,2016-12-07,2016-12-09,-510.3100000000013
UP,2016-12-09,2016-12-12,-231.9399999999987
DOWN,2016-12-12,2016-12-13,-182.5799999999981
UP,2016-12-13,2016-12-22,-718.2200000000012
DOWN,2016-12-22,2016-12-23,-61.10000000000218
UP,2016-12-23,2016-12-26,-233.60000000000218
DOWN,2016-12-26,2016-12-27,-406.34000000000015
UP,2016-12-27,2016-12-28,-2.7599999999983993
DOWN,2016-12-28,2016-12-30,-415.77999999999884
UP,2016-12-30,2017-01-02,-31.0099999999984
DOWN,2017-01-02,2017-01-03,-47.79000000000087
UP,2017-01-03,2017-01-04,-10.110000000000582
DOWN,2017-01-04,2017-01-05,-245.11000000000058
UP,2017-01-05,2017-01-09,-151.69000000000233
DOWN,2017-01-09,2017-01-12,-520.6100000000006
UP,2017-01-12,2017-01-13,-9.099999999998545
DOWN,2017-01-13,2017-01-16,-50.109999999996944
UP,2017-01-16,2017-01-17,-52.5099999999984
DOWN,2017-01-17,2017-01-19,-72.93999999999869
UP,2017-01-19,2017-01-20,-274.09999999999854
DOWN,2017-01-20,2017-01-27,-847.9599999999991
UP,2017-01-27,2017-01-31,-226.5
DOWN,2017-01-31,2017-02-06,-783.3199999999997
UP,2017-02-06,2017-02-08,-149.36000000000058
DOWN,2017-02-08,2017-02-13,-61.70000000000073
UP,2017-02-13,2017-02-15,-196.05999999999767
DOWN,2017-02-15,2017-02-23,-737.4099999999999
UP,2017-02-23,2017-02-28,-149.65000000000146
DOWN,2017-02-28,2017-03-01,-241.1700000000019
UP,2017-03-01,2017-03-03,-152.04000000000087
DOWN,2017-03-03,2017-03-06,-215.73999999999796
UP,2017-03-06,2017-03-08,-146.25
DOWN,2017-03-08,2017-03-14,-540.6900000000023
UP,2017-03-14,2017-03-15,-44.52000000000044
DOWN,2017-03-15,2017-03-17,-250.88000000000102
UP,2017-03-17,2017-03-22,-481.3100000000013
DOWN,2017-03-22,2017-03-24,-253.72000000000116
UP,2017-03-24,2017-03-27,-184.25
DOWN,2017-03-27,2017-03-30,-410.2699999999968
UP,2017-03-30,2017-03-31,-26.919999999998254
DOWN,2017-03-31,2017-04-05,-353.7400000000016
UP,2017-04-05,2017-04-10,-398.5
DOWN,2017-04-10,2017-04-11,-212.60999999999694
UP,2017-04-11,2017-04-18,-469.25
DOWN,2017-04-18,2017-04-20,-103.29000000000087
UP,2017-04-20,2017-04-21,-57.090000000000146
DOWN,2017-04-21,2017-04-26,-768.0499999999993
UP,2017-04-26,2017-04-28,-214.9499999999971
DOWN,2017-04-28,2017-05-02,-2.779999999998836
UP,2017-05-02,2017-05-03,-26.38000000000102
DOWN,2017-05-03,2017-05-04,-231.40999999999985
UP,2017-05-04,2017-05-05,-267.40999999999985
DOWN,2017-05-05,2017-05-11,-392.1800000000003
UP,2017-05-11,2017-05-12,-62.82999999999811
DOWN,2017-05-12,2017-05-17,-470.619999999999
UP,2017-05-17,2017-05-18,-223.97999999999956
DOWN,2017-05-18,2017-05-22,-136.1800000000003
UP,2017-05-22,2017-05-24,-269.33000000000175
DOWN,2017-05-24,2017-05-30,-857.760000000002
UP,2017-05-30,2017-06-01,-21.81000000000131
DOWN,2017-06-01,2017-06-05,-171.90000000000146
UP,2017-06-05,2017-06-06,-118.93000000000029
DOWN,2017-06-06,2017-06-07,-80.71999999999753
UP,2017-06-07,2017-06-08,-57.919999999998254
DOWN,2017-06-08,2017-06-09,-48.70000000000073
UP,2017-06-09,2017-06-12,-166.36000000000058
DOWN,2017-06-12,2017-06-14,-60.20999999999913
UP,2017-06-14,2017-06-16,-99.5099999999984
DOWN,2017-06-16,2017-06-19,-255.16999999999825
UP,2017-06-19,2017-06-21,-27.93000000000029
DOWN,2017-06-21,2017-06-22,-7.100000000002183
UP,2017-06-22,2017-06-28,-456.4200000000019
DOWN,2017-06-28,2017-07-03,-387.2999999999993
UP,2017-07-03,2017-07-04,-11.829999999998108
DOWN,2017-07-04,2017-07-06,-159.54999999999927
UP,2017-07-06,2017-07-07,-8.709999999999127
DOWN,2017-07-07,2017-07-13,-676.75
UP,2017-07-13,2017-07-14,-16.63000000000102
DOWN,2017-07-14,2017-07-17,-54.029999999998836
UP,2017-07-17,2017-07-18,-363.78999999999724
DOWN,2017-07-18,2017-07-19,-244.35999999999694
UP,2017-07-19,2017-07-20,-50.94999999999709
DOWN,2017-07-20,2017-07-24,-341.4699999999975
UP,2017-07-24,2017-07-25,-17.599999999998545
DOWN,2017-07-25,2017-07-27,-155.02999999999884
UP,2017-07-27,2017-07-28,-73.41999999999825
DOWN,2017-07-28,2017-08-01,-265.28999999999724
UP,2017-08-01,2017-08-03,-337.28999999999724
DOWN,2017-08-03,2017-08-04,-87.52999999999884
UP,2017-08-04,2017-08-11,-1111.8199999999997
DOWN,2017-08-11,2017-08-17,-581.869999999999
UP,2017-08-17,2017-08-21,-536.6100000000006
DOWN,2017-08-21,2017-08-28,-491.97000000000116
UP,2017-08-28,2017-08-29,-362.4300000000003
DOWN,2017-08-29,2017-09-01,-503.84000000000015
UP,2017-09-01,2017-09-04,-189.97999999999956
DOWN,2017-09-04,2017-09-05,-107.29999999999927
UP,2017-09-05,2017-09-06,-147.5799999999981
DOWN,2017-09-06,2017-09-18,-761.7899999999972
UP,2017-09-18,2017-09-27,-1263.949999999997
DOWN,2017-09-27,2017-10-04,-511.8999999999978
UP,2017-10-04,2017-10-05,-79.68000000000029
DOWN,2017-10-05,2017-10-10,-332.380000000001
UP,2017-10-10,2017-10-11,-90.41999999999825
DOWN,2017-10-11,2017-10-16,-799.6499999999978
UP,2017-10-16,2017-10-19,-243.6800000000003
DOWN,2017-10-19,2017-10-30,-876.2000000000044
UP,2017-10-30,2017-10-31,-53.03000000000611
DOWN,2017-10-31,2017-11-01,-387.1399999999994
UP,2017-11-01,2017-11-02,-27.049999999995634
DOWN,2017-11-02,2017-11-06,-157.97000000000116
UP,2017-11-06,2017-11-08,-512.3800000000047
DOWN,2017-11-08,2017-11-10,-95.75
UP,2017-11-10,2017-11-15,-554.119999999999
DOWN,2017-11-15,2017-11-27,-964.0000000000036
UP,2017-11-27,2017-12-01,-891.5
DOWN,2017-12-01,2017-12-04,-36.779999999998836
UP,2017-12-04,2017-12-06,-272.5400000000009
DOWN,2017-12-06,2017-12-11,-858.6100000000006
UP,2017-12-11,2017-12-13,-402.75
DOWN,2017-12-13,2017-12-19,-783.6999999999971
UP,2017-12-19,2017-12-21,-80.45999999999913
DOWN,2017-12-21,2017-12-26,-254.33000000000175
UP,2017-12-26,2017-12-28,-162.58000000000175
DOWN,2017-12-28,2017-12-29,-208.8000000000029
UP,2017-12-29,2018-01-03,-263.45000000000437
DOWN,2018-01-03,2018-01-09,-649.810000000005
UP,2018-01-09,2018-01-10,-10.12000000000262
DOWN,2018-01-10,2018-01-15,-410.4400000000023
UP,2018-01-15,2018-01-16,-72.45999999999913
DOWN,2018-01-16,2018-01-24,-1390.5899999999965
UP,2018-01-24,2018-01-25,-111.19999999999709
DOWN,2018-01-25,2018-01-29,-232.80999999999767
UP,2018-01-29,2018-02-07,-2200.540000000001
DOWN,2018-02-07,2018-02-08,-330.45000000000437
UP,2018-02-08,2018-02-09,-407.40000000000146
DOWN,2018-02-09,2018-02-12,-294.7099999999991
UP,2018-02-12,2018-02-14,-144.52000000000407
DOWN,2018-02-14,2018-02-15,-141.52000000000407
UP,2018-02-15,2018-02-20,-593.8800000000047
DOWN,2018-02-20,2018-02-21,-141.27000000000407
UP,2018-02-21,2018-02-22,-25.360000000000582
DOWN,2018-02-22,2018-02-26,-626.25
UP,2018-02-26,2018-03-07,-1412.6600000000035
DOWN,2018-03-07,2018-03-08,-318.4800000000032
UP,2018-03-08,2018-03-09,-44.43000000000029
DOWN,2018-03-09,2018-03-12,-610.8000000000029
UP,2018-03-12,2018-03-19,-994.8199999999997
DOWN,2018-03-19,2018-03-21,-213.05999999999767
UP,2018-03-21,2018-03-23,-539.6399999999994
DOWN,2018-03-23,2018-03-27,-577.8499999999985
UP,2018-03-27,2018-03-28,-205.70999999999913
DOWN,2018-03-28,2018-04-03,-401.9499999999971
UP,2018-04-03,2018-04-04,-351.5599999999977
DOWN,2018-04-04,2018-04-17,-1375.989999999998
UP,2018-04-17,2018-04-18,-63.37999999999738
DOWN,2018-04-18,2018-04-19,-95.61000000000058
UP,2018-04-19,2018-04-20,-11.709999999999127
DOWN,2018-04-20,2018-04-24,-201.05999999999767
UP,2018-04-24,2018-04-25,-115.37000000000262
DOWN,2018-04-25,2018-05-02,-675.1500000000015
UP,2018-05-02,2018-05-04,-261.0400000000009
DOWN,2018-05-04,2018-05-09,-403.97000000000116
UP,2018-05-09,2018-05-10,-73.08000000000175
DOWN,2018-05-10,2018-05-14,-310.4400000000023
UP,2018-05-14,2018-05-21,-940.5800000000017
DOWN,2018-05-21,2018-05-22,-35.11000000000058
UP,2018-05-22,2018-05-23,-306.32999999999447
DOWN,2018-05-23,2018-05-28,-820.5699999999997
UP,2018-05-28,2018-05-30,-259.3700000000026
DOWN,2018-05-30,2018-05-31,-416.2699999999968
UP,2018-05-31,2018-06-05,-419.16999999999825
DOWN,2018-06-05,2018-06-07,-559.8700000000026
UP,2018-06-07,2018-06-08,-19.410000000003492
DOWN,2018-06-08,2018-06-13,-295.49000000000524
UP,2018-06-13,2018-06-14,-139.34000000000378
DOWN,2018-06-14,2018-06-15,-22.31999999999971
UP,2018-06-15,2018-06-19,-335.40000000000146
DOWN,2018-06-19,2018-06-20,-260.5900000000038
UP,2018-06-20,2018-06-21,-114.94000000000233
DOWN,2018-06-21,2018-06-22,-257.2099999999991
UP,2018-06-22,2018-06-25,-219.25
DOWN,2018-06-25,2018-06-26,-19.69000000000233
UP,2018-06-26,2018-06-28,-452.40000000000146
DOWN,2018-06-28,2018-06-29,-385.8400000000038
UP,2018-06-29,2018-07-02,-159.0699999999997
DOWN,2018-07-02,2018-07-04,-380.98999999999796
UP,2018-07-04,2018-07-05,-70.84999999999854
DOWN,2018-07-05,2018-07-12,-973.8600000000006
UP,2018-07-12,2018-07-16,-224.6400000000067
DOWN,2018-07-16,2018-07-17,-196.19000000000233
UP,2018-07-17,2018-07-19,-168.72999999999593
DOWN,2018-07-19,2018-07-31,-1255.3499999999985
UP,2018-07-31,2018-08-02,-441.41999999999825
DOWN,2018-08-02,2018-08-06,-526.7299999999959
UP,2018-08-06,2018-08-07,-26.089999999996508
DOWN,2018-08-07,2018-08-09,-358.5699999999997
UP,2018-08-09,2018-08-13,-379.47000000000116
DOWN,2018-08-13,2018-08-14,-207.09999999999854
UP,2018-08-14,2018-08-16,-188.44000000000233
DOWN,2018-08-16,2018-08-23,-673.2000000000044
UP,2018-08-23,2018-08-24,-84.95999999999913
DOWN,2018-08-24,2018-08-28,-644.8299999999945
UP,2018-08-28,2018-09-05,-878.3199999999997
DOWN,2018-09-05,2018-09-07,-371.51000000000204
UP,2018-09-07,2018-09-11,-976.6900000000023
DOWN,2018-09-11,2018-09-14,-677.510000000002
UP,2018-09-14,2018-09-24,-1785.6200000000026
DOWN,2018-09-24,2018-09-25,-347.0400000000009
UP,2018-09-25,2018-09-28,-424.91999999999825
DOWN,2018-09-28,2018-10-01,-299.0
UP,2018-10-01,2018-10-05,-2149.1500000000015
DOWN,2018-10-05,2018-10-08,-97.38999999999942
UP,2018-10-08,2018-10-09,-174.90999999999622
DOWN,2018-10-09,2018-10-10,-461.41999999999825
UP,2018-10-10,2018-10-11,-759.739999999998
DOWN,2018-10-11,2018-10-16,-1161.3300000000017
UP,2018-10-16,2018-10-23,-1315.25
DOWN,2018-10-23,2018-10-24,-186.72999999999593
UP,2018-10-24,2018-10-26,-684.6500000000015
DOWN,2018-10-26,2018-10-29,-718.0900000000038
UP,2018-10-29,2018-10-30,-176.27000000000407
DOWN,2018-10-30,2018-10-31,-550.9200000000055
UP,2018-10-31,2018-11-01,-10.080000000001746
DOWN,2018-11-01,2018-11-02,-579.6800000000003
UP,2018-11-02,2018-11-05,-60.7300000000032
DOWN,2018-11-05,2018-11-07,-286.76000000000204
UP,2018-11-07,2018-11-12,-424.6900000000023
DOWN,2018-11-12,2018-11-13,-331.5
UP,2018-11-13,2018-11-14,-2.5
