Date,Price,Open,High,Low,Vol.,Change %,RSI,Target
2025-03-10,1687.5,1689.0,1699.9,1683.05,7800000.0,-0.10%,42.15505913272016,0
2025-03-11,1685.5,1682.4,1694.0,1670.05,9950000.0,-0.12%,39.93567408201561,1
2025-03-12,1711.15,1691.55,1718.5,1691.55,9390000.0,1.52%,46.142754145638094,0
2025-03-13,1706.6,1716.05,1720.8,1700.05,7870000.0,-0.27%,55.65217391304345,1
2025-03-17,1710.4,1705.0,1724.0,1705.0,9480000.0,0.22%,55.23698069046226,1
2025-03-18,1732.2,1728.0,1737.4,1715.05,10950000.0,1.27%,65.53863508178225,1
2025-03-19,1744.1,1735.0,1751.0,1732.2,7610000.0,0.69%,66.78445229681972,1
2025-03-20,1768.75,1754.0,1774.0,1749.3,8920000.0,1.41%,67.88436268068324,1
2025-03-21,1770.35,1755.55,1774.1,1755.55,16750000.0,0.09%,61.84826724945354,1
2025-03-24,1800.0,1779.0,1804.4,1773.65,8700000.0,1.67%,80.9688581314878,1
2025-03-25,1821.45,1804.9,1843.7,1801.5,19550000.0,1.19%,82.40767665018893,0
2025-03-26,1806.55,1825.0,1827.5,1802.0,12240000.0,-0.82%,84.92658076116258,1
2025-03-27,1825.35,1800.0,1841.0,1798.1,20830000.0,1.04%,86.36486852805625,1
2025-03-28,1828.2,1829.0,1836.0,1805.85,14390000.0,0.16%,87.48314000539509,0
2025-04-01,1767.85,1802.0,1809.9,1765.35,14260000.0,-3.30%,66.46853863496611,1
2025-04-02,1796.9,1770.7,1799.2,1770.7,5790000.0,1.64%,70.5535055350553,0
2025-04-03,1794.85,1781.1,1804.0,1777.0,5630000.0,-0.11%,66.91592562651566,1
2025-04-04,1817.3,1813.0,1841.95,1811.1,16770000.0,1.25%,70.86317376554837,0
2025-04-07,1757.7,1762.8,1779.85,1738.2,19000000.0,-3.28%,57.36530675801929,1
2025-04-08,1769.15,1765.0,1782.0,1750.3,17780000.0,0.65%,55.945293644408686,0
2025-04-09,1765.0,1765.0,1775.0,1753.5,11230000.0,-0.23%,53.44884488448845,1
2025-04-11,1806.75,1774.75,1819.4,1774.75,16390000.0,2.37%,55.935645110902826,1
2025-04-15,1864.9,1865.0,1876.8,1855.0,24650000.0,3.22%,62.551440329218096,1
2025-04-16,1878.0,1883.8,1883.8,1860.5,9570000.0,0.70%,60.83032490974727,1
2025-04-17,1906.7,1882.0,1919.7,1876.7,17850000.0,1.53%,61.60337552742613,1
2025-04-21,1927.1,1924.0,1950.7,1910.0,17120000.0,1.07%,66.16601850610161,1
2025-04-22,1961.7,1935.0,1970.6,1935.0,22980000.0,1.80%,67.54148977228867,0
2025-04-23,1923.9,1978.9,1978.9,1920.5,15290000.0,-1.93%,61.29603399433427,0
2025-04-24,1916.8,1910.0,1923.9,1905.1,12970000.0,-0.37%,70.10935601458078,0
2025-04-25,1911.2,1924.8,1933.0,1891.8,9250000.0,-0.29%,66.47448832516574,1
2025-04-28,1920.2,1911.2,1929.7,1908.4,6960000.0,0.47%,67.71230747491876,0
2025-04-29,1908.8,1918.8,1928.8,1900.2,9460000.0,-0.59%,63.345974329054826,1
2025-04-30,1925.0,1913.0,1936.9,1910.3,15970000.0,0.85%,77.93921175684699,0
2025-05-02,1925.0,1929.8,1941.9,1920.0,11410000.0,0.00%,77.06198992880704,1
2025-05-05,1936.8,1939.0,1952.0,1932.3,7530000.0,0.61%,79.05953991880918,0
2025-05-06,1931.7,1930.0,1940.1,1924.3,8750000.0,-0.26%,74.12627920447963,1
2025-05-07,1945.6,1934.0,1948.7,1922.4,10710000.0,0.72%,68.79366557987888,0
2025-05-08,1928.5,1954.8,1954.8,1919.1,17400000.0,-0.88%,61.545496113397355,0
2025-05-09,1889.7,1910.1,1919.0,1886.8,8590000.0,-2.01%,46.28496503496503,1
2025-05-12,1957.2,1917.6,1959.9,1912.3,9310000.0,3.57%,55.454874954693764,0
2025-05-13,1922.6,1950.0,1961.7,1920.0,12120000.0,-1.77%,42.914099311344664,0
2025-05-14,1910.6,1922.1,1930.2,1903.0,7720000.0,-0.62%,47.34106357457013,1
2025-05-15,1933.8,1913.5,1944.8,1897.0,16120000.000000002,1.21%,53.1930879038317,1
2025-05-16,1934.7,1933.8,1943.8,1928.4,7930000.0,0.05%,54.49330783938815,1
2025-05-19,1938.7,1937.0,1945.0,1931.0,5100000.0,0.21%,53.60623781676413,0
