Date,Price,Open,High,Low,Vol.,Change(%)
19-Jul-23,172.75,174.45,177.7,170.1,5962791,-0.86%
18-Jul-23,174.25,182.25,182.3,171,7832169,-3.73%
17-Jul-23,181,183.9,187.5,179.1,13001344,-0.90%
14-Jul-23,182.65,176.25,184.2,175.1,18929192,5.36%
13-Jul-23,173.35,180.75,182.7,170.5,14880566,-3.48%
12-Jul-23,179.6,177.6,184.35,177.05,27263371,3.10%
11-Jul-23,174.2,164.9,175.9,164.25,23760974,6.35%
10-Jul-23,163.8,163.75,165,157.2,9240089,0.77%
07-Jul-23,162.55,158,166.5,157.7,42109534,5.65%
06-Jul-23,153.85,148.9,154.9,147.3,7038245,3.64%
05-Jul-23,148.45,147.9,149.5,146.3,4481338,0.95%
04-Jul-23,147.05,150,150.5,140.5,7829385,-2.26%
03-Jul-23,150.45,147.05,152.8,145.65,11776920,2.31%
30-Jun-23,147.05,141.7,148.6,139.5,10312196,3.59%
28-Jun-23,141.95,136.25,143.75,135.55,14513250,4.64%
27-Jun-23,135.65,130.85,136.95,130,6259305,4.19%
26-Jun-23,130.2,127.35,130.9,127.15,4186141,2.84%
23-Jun-23,126.6,123.5,127.7,123.5,8273467,2.93%
22-Jun-23,123,128.2,128.35,121.5,5317492,-4.39%
21-Jun-23,128.65,128.5,129.7,125.8,5610434,0.59%
20-Jun-23,127.9,133,133.45,126.8,8357824,-3.73%
19-Jun-23,132.85,134,137.6,130.25,26050078,1.33%
16-Jun-23,131.1,119.1,134.9,119.1,56810999,14.80%
15-Jun-23,114.2,113,117.45,112.25,13066200,1.42%
14-Jun-23,112.6,114.9,115.75,112.35,3236712,-1.92%
13-Jun-23,114.8,109.9,115.45,109.45,4961518,4.98%
12-Jun-23,109.35,111.45,111.65,109,1351654,-1.49%
09-Jun-23,111,112.7,113.3,110.6,1462452,-0.76%
08-Jun-23,111.85,110.6,113.65,110.55,3950315,1.18%
07-Jun-23,110.55,111.5,112.4,110.1,1409830,-0.50%
06-Jun-23,111.1,111.6,111.6,108.8,2040365,-0.09%
05-Jun-23,111.2,112.5,113.35,110.35,3226338,-1.29%
02-Jun-23,112.65,109,114.6,109,9728071,3.63%
01-Jun-23,108.7,105.65,109.65,104.9,3924920,2.89%
31-May-23,105.65,105.35,106,104.8,1777379,0.28%
30-May-23,105.35,105.9,106.5,105,706250,-0.33%
29-May-23,105.7,106.5,106.5,105.3,790306,0.05%
26-May-23,105.65,105.9,106.7,105.15,717468,0.43%
25-May-23,105.2,106.3,106.45,104.6,956755,-0.85%
24-May-23,106.1,106.4,107.7,105.8,1534036,0.05%
23-May-23,106.05,107.55,107.8,105.6,1188180,-0.89%
22-May-23,107,105.6,108.9,105.55,3680720,2.10%
19-May-23,104.8,106.95,107.15,104.15,1572073,-1.83%
18-May-23,106.75,107.9,108.2,106.25,1273510,-0.37%
17-May-23,107.15,109,109.4,106.35,1725503,-1.11%
16-May-23,108.35,107,109.7,106.7,3528657,1.69%
15-May-23,106.55,109,111.4,104,10032283,-1.84%
12-May-23,108.55,106.5,109.8,106.1,5366359,1.97%
11-May-23,106.45,105.45,106.6,105.2,1674733,1.48%
10-May-23,104.9,105.5,106.5,104.35,1241314,-0.24%
09-May-23,105.15,104.9,107.45,104.65,1879585,0.24%
08-May-23,104.9,105.25,105.9,104.3,1334845,0.10%
05-May-23,104.8,105.65,107.3,104.15,2441480,-0.80%
04-May-23,105.65,106.5,107,105,3382269,0.57%
03-May-23,105.05,105.85,107.25,104.6,2905981,-0.52%
02-May-23,105.6,103.65,106.5,102.75,4239996,2.82%
28-Apr-23,102.7,102.2,107.2,102.05,6799696,0.98%
27-Apr-23,101.7,101.35,102.15,100.95,1180737,0.35%
26-Apr-23,101.35,103.15,103.5,101.1,1777834,-1.75%
25-Apr-23,103.15,103.45,104.9,102.25,1524312,-0.05%
24-Apr-23,103.2,103.95,104.1,103,843083,0.10%
21-Apr-23,103.1,104.85,104.85,102.35,1286065,0.19%
20-Apr-23,102.9,103,104.3,102.55,1346022,0.29%
19-Apr-23,102.6,103.95,104.2,102.3,1312875,-0.87%
18-Apr-23,103.5,103.95,104.55,103.25,1357031,0.05%
17-Apr-23,103.45,104.4,104.45,103,1596510,-0.77%
13-Apr-23,104.25,103.9,106.2,103.3,2997070,0.82%
12-Apr-23,103.4,104.5,104.65,103,1714607,-0.62%
11-Apr-23,104.05,104.7,105.05,103.75,1739733,0.05%
10-Apr-23,104,104.85,105.45,103.5,2034271,-0.29%
06-Apr-23,104.3,106.55,107,104,2774723,-1.70%
05-Apr-23,106.1,106,107.6,104.85,3680136,0.33%
03-Apr-23,105.75,106.5,106.7,103.5,5722604,0.38%
31-Mar-23,105.35,110.2,110.8,105,11408564,-4.31%
29-Mar-23,110.1,108,110.95,105.65,6995799,2.75%
28-Mar-23,107.15,112,112,105.6,47341344,-9.69%
27-Mar-23,118.65,117.5,122.4,113.25,4588226,1.76%
24-Mar-23,116.6,118.25,119.65,115.35,2145212,-0.89%
23-Mar-23,117.65,117.2,119.25,116.1,1589780,-0.76%
22-Mar-23,118.55,118.35,120.1,116.6,2738601,0.85%
21-Mar-23,117.55,119.45,119.45,117,1935891,-0.80%
20-Mar-23,118.5,120.95,124.6,117.85,8960307,-0.84%
17-Mar-23,119.5,109,122.5,108.55,20034019,9.68%
16-Mar-23,108.95,111.45,111.45,108.2,1482266,-1.58%
15-Mar-23,110.7,109.4,111.95,108.5,2363569,2.59%
14-Mar-23,107.9,109.7,111.7,107,3966578,0.19%
13-Mar-23,107.7,116.35,116.7,106.8,7242001,-7.47%
10-Mar-23,116.4,117.25,119.3,115.85,1674290,-2.10%
09-Mar-23,118.9,117.45,123.3,117.35,4434720,1.49%
08-Mar-23,117.15,116.6,117.95,115.05,1225072,-0.17%
06-Mar-23,117.35,117.9,118.8,116.5,1425239,0.26%
03-Mar-23,117.05,117.25,119,116.2,1677545,0.39%
02-Mar-23,116.6,115.4,117.25,114.05,1348387,1.04%
01-Mar-23,115.4,114.3,116.5,113.6,2163429,1.54%
28-Feb-23,113.65,115.4,117.5,112.5,1754955,-1.47%
27-Feb-23,115.35,117.3,119.3,114.8,2023539,-2.70%
24-Feb-23,118.55,119.3,120.8,117.05,1752546,0.21%
23-Feb-23,118.3,117.4,119,115.95,1985888,0.25%
22-Feb-23,118,115.3,119.15,114.35,3356984,0.94%
21-Feb-23,116.9,119,119.85,115.5,3401943,-1.47%
20-Feb-23,118.65,111.25,119.85,110.35,6713121,6.75%
17-Feb-23,111.15,110.8,111.7,109.95,1081194,0.36%
16-Feb-23,110.75,110.2,111.95,109.75,1880672,0.91%
15-Feb-23,109.75,106.95,113,106.55,4737610,4.28%
14-Feb-23,105.25,108.25,108.45,103.5,3620495,-2.23%
13-Feb-23,107.65,113.9,114.95,105,3577470,-5.28%
10-Feb-23,113.65,113,116.3,111.5,1951198,-0.09%
09-Feb-23,113.75,117,117.4,113.35,1651480,-2.90%
08-Feb-23,117.15,118.2,119.85,116.3,2506620,-0.47%
07-Feb-23,117.7,122,122,116.3,4096400,-1.83%
06-Feb-23,119.9,113.95,120.75,113.5,4516688,5.22%
03-Feb-23,113.95,111.45,115,111.1,3910365,2.98%
02-Feb-23,110.65,112,115,110.05,2568059,-1.56%
01-Feb-23,112.4,119.3,119.3,109.5,4738212,-4.71%
31-Jan-23,117.95,106,119.25,104.25,12448242,12.33%
30-Jan-23,105,110.9,111.95,103.05,3079125,-5.41%
27-Jan-23,111,117.15,117.15,105.6,4617836,-4.60%
25-Jan-23,116.35,118.9,119.35,114.2,2094736,-2.14%
24-Jan-23,118.9,119.6,120.45,118.2,922365,-0.59%
23-Jan-23,119.6,119.9,120.9,118.5,1066390,0.25%
20-Jan-23,119.3,119.5,120.75,118.45,1110487,-0.25%
19-Jan-23,119.6,118.2,121.1,118.2,1576048,0.50%
18-Jan-23,119,121.05,122.2,118.5,2125159,-1.33%
17-Jan-23,120.6,121.15,122.75,119.7,1543635,-0.50%
16-Jan-23,121.2,123.7,123.7,120.65,1748002,-1.50%
13-Jan-23,123.05,119.4,123.9,118.5,4743171,3.58%
12-Jan-23,118.8,119.8,119.8,117.75,2248181,-0.42%
11-Jan-23,119.3,121.25,121.35,117.2,3861722,-1.28%
10-Jan-23,120.85,125.2,125.8,119.75,3424211,-3.47%
09-Jan-23,125.2,124.75,127.6,123.5,6691289,3.99%
06-Jan-23,120.4,123.1,123.5,118.6,3182421,-2.19%
05-Jan-23,123.1,121.45,124.2,119.5,3911591,1.90%
04-Jan-23,120.8,125.3,126,118.25,4098252,-3.13%
03-Jan-23,124.7,125.6,127,123.5,2287722,-0.32%
02-Jan-23,125.1,126.6,127.7,124,3324015,-1.15%
30-Dec-22,126.55,128,128.7,125.6,3659381,0.04%
29-Dec-22,126.5,132.8,134.2,125.15,8410119,-3.55%
28-Dec-22,131.15,123.9,133,123.55,12084101,5.77%
27-Dec-22,124,125,125.7,120.7,6715085,1.85%
26-Dec-22,121.75,108,124.35,106.9,10976444,13.05%
23-Dec-22,107.7,121.95,124,104.65,8232069,-12.19%
22-Dec-22,122.65,124.3,126.05,117.7,8231183,-0.81%
21-Dec-22,123.65,131,131.05,122.65,7066417,-5.65%
20-Dec-22,131.05,128.9,131.8,127.55,7813644,1.43%
19-Dec-22,129.2,127.25,130,123.6,8068881,2.99%
16-Dec-22,125.45,119,127.9,119,18589084,5.46%
15-Dec-22,118.95,118.7,122,117.15,3398250,0.21%
14-Dec-22,118.7,120.1,121.3,116.6,3807738,-0.42%
13-Dec-22,119.2,120.8,122.95,117.5,7540373,0.17%
12-Dec-22,119,112,120,111.35,10268098,7.55%
09-Dec-22,110.65,108.75,112,108.5,5120737,2.64%
08-Dec-22,107.8,110.7,110.7,107,2971015,-1.87%
07-Dec-22,109.85,113.5,113.8,108.65,4496577,-3.26%
06-Dec-22,113.55,115.2,115.4,112.3,4803825,-1.69%
05-Dec-22,115.5,110.95,116.4,110.75,12499766,5.24%
02-Dec-22,109.75,105.9,110.65,104.5,6867433,3.49%
01-Dec-22,106.05,106.95,106.95,104.35,3268207,0.14%
30-Nov-22,105.9,100,109.1,100,22588468,7.02%
29-Nov-22,98.95,99.9,101.2,98.25,1075669,-0.90%
28-Nov-22,99.85,99.45,101.3,99,1785912,-0.30%
25-Nov-22,100.15,99.25,101,97.55,2326912,1.21%
24-Nov-22,98.95,100.1,100.9,97.4,3469494,0.25%
23-Nov-22,98.7,91.95,99.8,91.65,8776915,8.22%
22-Nov-22,91.2,96,96.45,90.3,4361399,-5.00%
21-Nov-22,96,99,99.5,95.75,1844862,-2.54%
18-Nov-22,98.5,101.5,101.7,97.9,2281185,-2.09%
17-Nov-22,100.6,101,102,100.15,1433341,-0.74%
16-Nov-22,101.35,103,103.4,101,1533605,-1.94%
15-Nov-22,103.35,102.8,104.25,102.55,1156362,0.54%
14-Nov-22,102.8,103.6,103.9,101.55,1656094,-0.63%
11-Nov-22,103.45,105,105.35,102.5,2403396,0.63%
10-Nov-22,102.8,106.85,109.4,100.35,9214947,-4.19%
09-Nov-22,107.3,106.1,109.55,104.5,5728242,1.90%
07-Nov-22,105.3,105.5,106,104.1,2593516,0.81%
04-Nov-22,104.45,102,105.25,101.85,4400551,3.01%
03-Nov-22,101.4,101.5,102.25,101,1485168,-0.39%
02-Nov-22,101.8,102.5,103.35,101.05,1973158,-0.20%
01-Nov-22,102,103.3,103.3,100.7,2921976,-0.49%
31-Oct-22,102.5,105.7,106.45,102,3497589,-2.05%
28-Oct-22,104.65,102.8,105.7,102.5,7006246,1.80%
27-Oct-22,102.8,100.45,104.05,100.2,4327761,2.70%
25-Oct-22,100.1,103.65,103.8,99.55,4049530,-2.86%
24-Oct-22,103.05,101.85,103.75,101.55,2140559,3.00%
21-Oct-22,100.05,104.9,105.2,99.5,6382838,-4.26%
20-Oct-22,104.5,104.9,105.35,104.25,2889733,-0.81%
19-Oct-22,105.35,108.05,108.3,104.8,6134291,-2.18%
18-Oct-22,107.7,105,108.7,104.3,12007927,3.71%
17-Oct-22,103.85,103.5,105,101.6,5835504,0.68%
14-Oct-22,103.15,102.9,105.4,101.5,13053826,2.13%
13-Oct-22,101,96.8,103.8,96.1,18262099,4.83%
12-Oct-22,96.35,98.7,99.25,94.5,5855614,-1.28%
11-Oct-22,97.6,102.2,103,97,4694240,-4.08%
10-Oct-22,101.75,100.2,103.35,99.6,9027012,0.00%
07-Oct-22,101.75,101.7,104.65,99.6,25057038,2.26%
06-Oct-22,99.5,101.6,101.8,98.5,5349504,-0.70%
04-Oct-22,100.2,96.25,103,94.75,15329000,6.31%
03-Oct-22,94.25,96.9,97,93.6,2409104,-2.13%
30-Sep-22,96.3,95.5,97.3,94.25,4447955,1.48%
29-Sep-22,94.9,95.95,97.8,93.05,3908108,0.11%
28-Sep-22,94.8,95.3,99.3,94,9052399,-1.96%
27-Sep-22,96.7,90.75,97.7,86.8,9094696,8.35%
26-Sep-22,89.25,92.7,93,85.8,3509626,-4.19%
23-Sep-22,93.15,95.5,95.65,91.85,3024413,-0.64%
22-Sep-22,93.75,94.35,96,91.55,3227593,0.11%
21-Sep-22,93.65,96.15,97.45,92.5,3143324,-3.25%
20-Sep-22,96.8,98.5,100,96.25,5922030,-0.92%
19-Sep-22,97.7,95.1,98.45,93.25,7307054,3.61%
16-Sep-22,94.3,97.7,100.5,93.25,10394750,-3.18%
15-Sep-22,97.4,94.1,101.4,92.7,28343707,6.04%
14-Sep-22,91.85,81.9,93.75,81.5,17250461,9.93%
13-Sep-22,83.55,81.6,84.95,81.6,2967675,2.39%
12-Sep-22,81.6,82.9,83.55,81.05,983855,-1.03%
09-Sep-22,82.45,84.8,84.9,81.4,1716231,-0.66%
08-Sep-22,83,82.9,83.75,82.2,1856604,0.97%
07-Sep-22,82.2,80.45,82.85,80,2246960,1.48%
06-Sep-22,81,83,83.45,80.5,1594766,-1.94%
05-Sep-22,82.6,84.65,85.5,82.1,2444958,-2.59%
02-Sep-22,84.8,84.6,85.8,83.9,3988803,1.19%
01-Sep-22,83.8,81.6,85.25,81,7053833,2.63%
30-Aug-22,81.65,78.25,84.2,78.25,10721838,5.63%
29-Aug-22,77.3,78.1,78.7,77,2318315,-2.77%
26-Aug-22,79.5,82,82.4,78.55,4128275,-2.45%
25-Aug-22,81.5,80.65,82.7,80.6,6240568,1.81%
24-Aug-22,80.05,77.45,82.85,77,17794960,3.49%
23-Aug-22,77.35,69.8,78,69.75,14778331,10.11%
22-Aug-22,70.25,70.5,70.8,69.75,666533,0.36%
19-Aug-22,70,70.8,71.5,69.75,1511227,-1.13%
18-Aug-22,70.8,70.8,72.9,70.6,1444890,0.43%
17-Aug-22,70.5,70.75,71.1,70,781193,0.36%
16-Aug-22,70.25,69.9,71.4,69.5,957353,0.43%
12-Aug-22,69.95,70.35,71.65,69.1,1170144,-0.14%
11-Aug-22,70.05,70.5,70.85,69.35,1089653,1.16%
10-Aug-22,69.25,71,71.3,69,916155,-3.01%
08-Aug-22,71.4,72,72,70.35,1347086,0.28%
05-Aug-22,71.2,71.6,73.35,70.35,5278841,1.28%
04-Aug-22,70.3,67,72.35,67,11590096,5.71%
03-Aug-22,66.5,66,66.8,65.5,566955,0.83%
02-Aug-22,65.95,65.75,66.8,65.4,791241,0.53%
01-Aug-22,65.6,65.05,66.1,65,688121,0.85%
29-Jul-22,65.05,65.8,66.45,64.6,450671,-0.61%
28-Jul-22,65.45,65.95,66.3,65.1,458110,-0.38%
27-Jul-22,65.7,64.05,66.25,64.05,625181,2.02%
26-Jul-22,64.4,65.1,65.25,63.85,249754,-1.00%
25-Jul-22,65.05,64.8,66.3,64.55,1001791,0.31%
22-Jul-22,64.85,64.9,65.2,64.3,769894,-0.08%
21-Jul-22,64.9,65.5,65.95,64.7,760020,-0.76%
20-Jul-22,65.4,66.5,66.8,65.1,494229,-0.23%
19-Jul-22,65.55,65.35,66.2,65.15,623992,0.31%
18-Jul-22,65.35,66.35,66.7,64.8,892548,-1.36%
15-Jul-22,66.25,66,67,65.65,1431294,0.91%
14-Jul-22,65.65,63.9,67.1,63.9,4454143,2.74%
13-Jul-22,63.9,63.75,64.9,63.5,611846,0.47%
12-Jul-22,63.6,64,65.25,63,942860,-0.24%
11-Jul-22,63.75,62.95,64.25,62.35,1256568,1.27%
08-Jul-22,62.95,64,64.25,62.5,426126,-1.10%
07-Jul-22,63.65,63.5,65,62.5,2440165,4.00%
06-Jul-22,61.2,61.2,61.75,61,192572,0.00%
05-Jul-22,61.2,61.15,61.85,60.75,306264,0.00%
04-Jul-22,61.2,61,62.15,60.25,385143,-0.33%
01-Jul-22,61.4,58.5,61.8,58.05,501257,2.50%
30-Jun-22,59.9,60.3,61.6,59.65,188721,-1.07%
29-Jun-22,60.55,59.95,61.95,59.3,378956,0.17%
28-Jun-22,60.45,58.8,61,58,664986,3.42%
27-Jun-22,58.45,58.95,59.5,58,192699,0.17%
24-Jun-22,58.35,58.6,58.95,57.9,164065,0.09%
23-Jun-22,58.3,58.3,58.85,57.65,230465,0.78%
22-Jun-22,57.85,57.7,59.2,57.05,406778,1.40%
21-Jun-22,57.05,57.15,58.05,56.05,340891,2.15%
20-Jun-22,55.85,57.5,57.85,55.05,378244,-2.70%
17-Jun-22,57.4,58.2,58.2,56.05,393636,-1.03%
16-Jun-22,58,59.35,59.35,57.55,297861,-0.94%
15-Jun-22,58.55,58.3,59.4,58.3,200073,0.43%
14-Jun-22,58.3,58.95,59.35,58,207522,-0.51%
13-Jun-22,58.6,59,59.75,58.3,245287,-2.25%
10-Jun-22,59.95,59.8,60.8,59.6,235315,-0.83%
09-Jun-22,60.45,60,60.85,59.7,153599,0.67%
08-Jun-22,60.05,60.9,60.95,59.8,366577,-0.41%
07-Jun-22,60.3,60.55,61.4,60,351697,-0.66%
06-Jun-22,60.7,60.35,61.2,60.05,269171,0.33%
03-Jun-22,60.5,61,61.9,60.05,294890,-1.14%
02-Jun-22,61.2,60.5,61.75,60.2,405365,0.91%
01-Jun-22,60.65,60.2,61.4,60.2,259851,0.83%
31-May-22,60.15,59.8,60.8,59.1,424241,1.26%
30-May-22,59.4,59.45,59.75,59,395617,1.80%
27-May-22,58.35,59,59.5,57.4,443877,-0.77%
26-May-22,58.8,59.4,59.65,57,523012,0.00%
25-May-22,58.8,60.45,60.65,58.05,350694,-1.84%
24-May-22,59.9,61.1,61.55,58.55,285750,-1.80%
23-May-22,61,62.15,63.1,60.2,1429637,-1.61%
20-May-22,62,61.35,63.1,61.15,1612998,1.56%
19-May-22,61.05,60.9,61.75,60.45,630356,-2.09%
18-May-22,62.35,63.25,63.75,62.05,739796,-1.89%
17-May-22,63.55,63.15,64.3,62.45,1134935,0.16%
16-May-22,63.45,62.55,64.1,60.7,1643188,2.84%
13-May-22,61.7,62.95,63.4,58.85,2245479,-0.24%
12-May-22,61.85,61.3,66.25,59.5,5799208,0.65%
11-May-22,61.45,59.35,67.7,55.15,2526128,5.13%
10-May-22,58.45,59.3,60.3,58,421754,-1.43%
09-May-22,59.3,60,60,58.75,384754,-1.50%
06-May-22,60.2,59.4,61.5,58.3,564404,-0.41%
05-May-22,60.45,60.7,61.5,60.2,344826,0.08%
04-May-22,60.4,61.1,61.75,60.1,760085,-0.33%
02-May-22,60.6,60.35,61.8,60.35,509294,-0.49%
29-Apr-22,60.9,62.25,62.5,60.7,325871,-1.30%
28-Apr-22,61.7,62.2,62.85,61.45,383496,-0.80%
27-Apr-22,62.2,63,63.2,62.05,479314,-1.58%
26-Apr-22,63.2,62.95,63.75,62.45,417059,2.02%
25-Apr-22,61.95,62.8,62.8,61.55,426185,-1.90%
22-Apr-22,63.15,63.4,64.25,62.9,347322,-1.56%
21-Apr-22,64.15,63.9,64.8,63.6,461748,1.74%
20-Apr-22,63.05,63,64.95,62.8,828967,0.40%
19-Apr-22,62.8,64.6,64.85,61.5,414094,-1.88%
18-Apr-22,64,65.45,65.45,63.85,584317,-2.44%
13-Apr-22,65.6,64.6,66.4,64.55,756829,1.71%
12-Apr-22,64.5,65.15,65.45,64.35,551039,-1.68%
11-Apr-22,65.6,66.25,66.9,65.4,588932,-0.91%
08-Apr-22,66.2,66.5,67,65.6,848713,0.15%
07-Apr-22,66.1,66.3,67.05,64.5,1496782,-0.30%
06-Apr-22,66.3,64.15,66.95,63.75,1645905,3.03%
05-Apr-22,64.35,65.5,65.8,63.9,1238490,-0.23%
04-Apr-22,64.5,62.1,64.9,61.8,2283216,4.20%
01-Apr-22,61.9,59.7,62.8,59.15,1571336,5.36%
31-Mar-22,58.75,61,61.25,57.7,2185831,-3.61%
30-Mar-22,60.95,61,61.7,60.55,844773,0.25%
29-Mar-22,60.8,59.05,61.4,59.05,1551398,2.96%
28-Mar-22,59.05,59.5,60.25,58.7,898157,-0.92%
25-Mar-22,59.6,60.5,60.55,59.5,519793,-0.08%
24-Mar-22,59.65,60,60.55,59.5,732190,-1.00%
23-Mar-22,60.25,61.7,61.7,60,714843,-1.63%
22-Mar-22,61.25,60.5,62,60.4,618761,0.57%
21-Mar-22,60.9,61.4,61.8,60.75,537777,-0.41%
17-Mar-22,61.15,61.2,62.2,61,895668,0.74%
16-Mar-22,60.7,60.7,61.2,60.55,271658,0.75%
15-Mar-22,60.25,60.5,61.35,60,419794,-0.33%
14-Mar-22,60.45,61.8,62.25,59.8,585437,-1.55%
11-Mar-22,61.4,61.8,62.3,61.1,352527,-0.65%
10-Mar-22,61.8,62.65,64,61.5,720742,0.49%
09-Mar-22,61.5,60.2,62.2,59.9,1076052,2.50%
08-Mar-22,60,60.1,61.4,59.4,786240,-0.17%
07-Mar-22,60.1,60.9,61.6,59.85,1486107,-2.99%
04-Mar-22,61.95,59,63.75,58.5,3161649,3.86%
03-Mar-22,59.65,59.7,60.5,59.3,486538,1.02%
02-Mar-22,59.05,58.95,59.7,58.4,848572,0.17%
28-Feb-22,58.95,59.3,59.4,58.25,667966,-0.84%
25-Feb-22,59.45,56.9,59.9,56.9,1147732,6.26%
24-Feb-22,55.95,57.8,58.2,55.65,1577213,-5.57%
23-Feb-22,59.25,59.65,60.95,59.1,1138404,0.00%
22-Feb-22,59.25,60,60.05,59,1397037,-1.99%
21-Feb-22,60.45,62,62.55,60,938772,-2.97%
18-Feb-22,62.3,62.85,62.9,62.1,457980,-1.03%
17-Feb-22,62.95,64.2,64.2,62.65,450943,-0.87%
16-Feb-22,63.5,63.65,64.5,63.3,578122,0.32%
15-Feb-22,63.3,62.5,64.4,62.3,873748,0.88%
14-Feb-22,62.75,63.25,63.85,62.5,833498,-2.41%
11-Feb-22,64.3,64.7,64.75,64.1,674997,-0.85%
10-Feb-22,64.85,65.5,65.5,64.6,567374,0.00%
09-Feb-22,64.85,65.4,65.6,64.6,806503,-0.23%
08-Feb-22,65,66,66.15,64.55,869311,-1.22%
07-Feb-22,65.8,66.85,67.25,65.35,1148681,-1.57%
04-Feb-22,66.85,68.25,68.75,66.6,1417826,-1.33%
03-Feb-22,67.75,70.05,71.5,67.5,4343392,-2.87%
02-Feb-22,69.75,67.45,70.75,67,2679222,4.49%
01-Feb-22,66.75,67.25,67.7,66,927467,0.30%
31-Jan-22,66.55,67.2,67.45,66.4,412311,0.38%
28-Jan-22,66.3,66.4,67.25,66,602287,0.99%
27-Jan-22,65.65,66.45,66.45,65.2,540528,-0.98%
25-Jan-22,66.3,65.55,66.7,63.4,901327,1.84%
24-Jan-22,65.1,67.5,67.8,64.85,1015692,-3.98%
21-Jan-22,67.8,67.9,68.2,67.2,641849,-0.15%
20-Jan-22,67.9,68.2,69,67.65,983462,-0.07%
19-Jan-22,67.95,68.75,69.1,67.75,678845,-1.16%
18-Jan-22,68.75,70,70.2,68.3,626355,-1.36%
17-Jan-22,69.7,70.05,70.5,69.4,837030,-0.29%
14-Jan-22,69.9,69.7,70.4,69.4,1133903,0.07%
13-Jan-22,69.85,70,70.8,69,776934,0.00%
12-Jan-22,69.85,70.65,71.55,69.35,1041897,-0.36%
11-Jan-22,70.1,71.15,71.8,70,1073623,-1.96%
10-Jan-22,71.5,72.35,72.35,71,922307,-0.07%
07-Jan-22,71.55,74,74.9,71.1,2835155,-0.42%
06-Jan-22,71.85,71.65,73.9,71.25,1273468,-1.71%
05-Jan-22,73.1,71.6,75.9,70.05,5008147,3.10%
04-Jan-22,70.9,68.45,71.9,68.1,1846950,3.88%
03-Jan-22,68.25,68.75,68.9,68,557353,-0.29%
31-Dec-21,68.45,66.95,68.9,66.95,777625,2.47%
30-Dec-21,66.8,67.4,67.45,66.6,364153,-0.45%
29-Dec-21,67.1,67.45,68,66.9,425196,-0.81%
28-Dec-21,67.65,67.35,68.6,67.35,508037,0.59%
27-Dec-21,67.25,66.95,68.35,66.5,492504,-0.74%
24-Dec-21,67.75,68.05,68.65,66.8,547612,0.30%
23-Dec-21,67.55,68,68.25,67.2,379276,-0.07%
22-Dec-21,67.6,67.8,68.15,67.1,341851,0.52%
21-Dec-21,67.25,67.7,68.2,67.05,538810,0.82%
20-Dec-21,66.7,67.9,67.9,64.7,1216604,-2.27%
17-Dec-21,68.25,69.9,70.15,67.75,1054141,-2.92%
16-Dec-21,70.3,69.3,71.5,68.1,1364036,1.44%
15-Dec-21,69.3,69.5,70.25,68.7,539363,-0.72%
14-Dec-21,69.8,69.9,70.8,69.45,482990,-0.92%
13-Dec-21,70.45,71.8,72.55,70.1,763279,-1.81%
10-Dec-21,71.75,70.25,72.15,70.1,1084269,1.77%
09-Dec-21,70.5,69,71.2,68.55,980726,2.62%
08-Dec-21,68.7,68.3,69.15,68.3,526127,1.25%
07-Dec-21,67.85,68.45,68.7,67,584583,0.22%
06-Dec-21,67.7,69.3,70.8,67.3,932923,-2.17%
03-Dec-21,69.2,69,70.4,67.05,1360164,1.76%
02-Dec-21,68,69,69.2,67.65,469526,0.15%
01-Dec-21,67.9,67.7,68.5,67,447120,1.27%
30-Nov-21,67.05,67.6,69.3,66.5,937471,0.98%
29-Nov-21,66.4,67.4,68,64.45,1123298,-1.48%
26-Nov-21,67.4,69.95,70.6,67,1397409,-4.73%
25-Nov-21,70.75,71,72,70.25,430214,-0.98%
24-Nov-21,71.45,70.1,72.75,70.1,1013630,1.93%
23-Nov-21,70.1,69,70.5,68,1027655,2.34%
22-Nov-21,68.5,73.5,73.75,68.1,1408933,-5.97%
18-Nov-21,72.85,74.95,75,72.05,1065707,-2.35%
17-Nov-21,74.6,75,75.85,74.2,868825,-1.00%
16-Nov-21,75.35,75.8,76.6,75.15,797993,-0.59%
15-Nov-21,75.8,78.55,78.55,75.2,1744959,-2.88%
12-Nov-21,78.05,80.4,80.5,77.25,1430120,-2.25%
11-Nov-21,79.85,81.9,82.45,79.5,2821262,-2.02%
10-Nov-21,81.5,78.25,83.6,78,10337151,3.62%
09-Nov-21,78.65,78.3,79.8,78,1554141,0.45%
08-Nov-21,78.3,78,78.7,77.25,1521242,0.38%
04-Nov-21,78,78.45,79.1,77.7,572607,0.58%
03-Nov-21,77.55,78.6,79.3,77.25,2388363,-0.51%
02-Nov-21,77.95,77.8,79.5,77.65,2138948,1.70%
01-Nov-21,76.65,76.3,77.55,76.3,870108,0.52%
29-Oct-21,76.25,76.25,78.15,75.65,1947467,-0.39%
28-Oct-21,76.55,77.7,78.4,76,2121676,0.39%
27-Oct-21,76.25,76,78.6,75.4,3410455,0.59%
26-Oct-21,75.8,74.55,76,74.15,914208,2.23%
25-Oct-21,74.15,75.4,75.95,72,1283955,-1.66%
22-Oct-21,75.4,76.75,77.35,74.8,1743376,-0.26%
21-Oct-21,75.6,75.4,79.3,75.05,3135469,0.73%
20-Oct-21,75.05,75.65,76.7,74.55,1358479,-0.60%
19-Oct-21,75.5,78,78.65,75,1767147,-3.14%
18-Oct-21,77.95,79.5,80.5,77.65,2828462,-1.08%
